assignment,is_actual,pre_mean,post_mean
宮城:1978|新潟:1977|山形:1982|山梨:1975|長野:1978|秋田:1981,0,0.015628302884398447,0.3587497743348536
宮城:1978|新潟:1977|山形:1982|山梨:1975|長野:1981|秋田:1978,0,0.08293334837773246,0.18125225454212532
宮城:1978|新潟:1977|山形:1982|山梨:1978|長野:1975|秋田:1981,0,-0.26207788246150826,0.2594398106128959
宮城:1978|新潟:1977|山形:1982|山梨:1978|長野:1981|秋田:1975,0,0.19156980549227348,0.29627550701799643
宮城:1978|新潟:1977|山形:1982|山梨:1981|長野:1975|秋田:1978,0,-0.26082535488960473,0.22061210457165992
宮城:1978|新潟:1977|山形:1982|山梨:1981|長野:1978|秋田:1975,0,0.12551728757084055,0.4349453207694964
宮城:1978|新潟:1978|山形:1975|山梨:1977|長野:1981|秋田:1982,0,0.3104515631244706,0.6086249996791416
宮城:1978|新潟:1978|山形:1975|山梨:1977|長野:1982|秋田:1981,0,0.4102912134786472,0.7002498324641282
宮城:1978|新潟:1978|山形:1975|山梨:1981|長野:1977|秋田:1982,0,0.08035696595506157,0.6317774827373713
宮城:1978|新潟:1978|山形:1975|山梨:1981|長野:1982|秋田:1977,0,0.38806970377923167,0.6324821684974508
宮城:1978|新潟:1978|山形:1975|山梨:1982|長野:1977|秋田:1981,0,0.19545216373741423,0.7574101567292377
宮城:1978|新潟:1978|山形:1975|山梨:1982|長野:1981|秋田:1977,0,0.4033252512074097,0.6664900097043257
宮城:1978|新潟:1978|山形:1977|山梨:1975|長野:1981|秋田:1982,0,-0.13340680348035708,0.039049443189469346
宮城:1978|新潟:1978|山形:1977|山梨:1975|長野:1982|秋田:1981,0,-0.03356715312619492,0.1306742759744416
宮城:1978|新潟:1978|山形:1977|山梨:1981|長野:1975|秋田:1982,0,-0.477165506747705,0.07840929321899671
宮城:1978|新潟:1978|山形:1977|山梨:1981|長野:1982|秋田:1975,0,0.07632183156024697,0.2068698224090797
宮城:1978|新潟:1978|山形:1977|山梨:1982|長野:1975|秋田:1981,0,-0.3620703089653597,0.20404196721085485
宮城:1978|新潟:1978|山形:1977|山梨:1982|長野:1981|秋田:1975,0,0.09157737898840733,0.24087766361594334
宮城:1978|新潟:1978|山形:1981|山梨:1975|長野:1977|秋田:1982,0,-0.04558564594591409,0.3312075073344312
宮城:1978|新潟:1978|山形:1981|山梨:1975|長野:1982|秋田:1977,0,0.2621270918782622,0.33191219309451087
宮城:1978|新潟:1978|山形:1981|山梨:1977|長野:1975|秋田:1982,0,-0.159249752043855,0.347414874305731
宮城:1978|新潟:1978|山形:1981|山梨:1977|長野:1982|秋田:1975,0,0.3942375862641012,0.4758754034958221
宮城:1978|新潟:1978|山形:1981|山梨:1982|長野:1975|秋田:1977,0,-0.06637606396090975,0.40527988433091644
宮城:1978|新潟:1978|山形:1981|山梨:1982|長野:1977|秋田:1975,0,0.17939853652287444,0.5330357277609272
宮城:1978|新潟:1978|山形:1982|山梨:1975|長野:1977|秋田:1981,0,0.091902877065098,0.4607342888556883
宮城:1978|新潟:1978|山形:1982|山梨:1975|長野:1981|秋田:1977,0,0.2997759645350782,0.3698141418307575
宮城:1978|新潟:1978|山形:1982|山梨:1977|長野:1975|秋田:1981,0,-0.021761229032849168,0.47694165582698567
宮城:1978|新潟:1978|山形:1982|山梨:1977|長野:1981|秋田:1975,0,0.431886458920923,0.5137773522320747
宮城:1978|新潟:1978|山形:1982|山梨:1981|長野:1975|秋田:1977,0,-0.043982738732245674,0.40917399186031067
宮城:1978|新潟:1978|山形:1982|山梨:1981|長野:1977|秋田:1975,0,0.20179186175151936,0.5369298352903054
宮城:1978|新潟:1981|山形:1975|山梨:1977|長野:1978|秋田:1982,0,-0.007868481852327762,0.3899198516020993
宮城:1978|新潟:1981|山形:1975|山梨:1977|長野:1982|秋田:1978,0,0.1592762139951745,0.3040471645943558
宮城:1978|新潟:1981|山形:1975|山梨:1978|長野:1977|秋田:1982,0,-0.17191056110029468,0.2744025209088375
宮城:1978|新潟:1981|山形:1975|山梨:1978|長野:1982|秋田:1977,0,0.13580217672387562,0.2751072066689159
宮城:1978|新潟:1981|山形:1975|山梨:1982|長野:1977|秋田:1978,0,-0.0555628357460762,0.3612074888594448
宮城:1978|新潟:1981|山形:1975|山梨:1982|長野:1978|秋田:1977,0,0.08500520623061512,0.447784861627286
宮城:1978|新潟:1981|山形:1977|山梨:1975|長野:1978|秋田:1982,0,-0.45172684845716876,-0.17965570488758448
宮城:1978|新潟:1981|山形:1977|山梨:1975|長野:1982|秋田:1978,0,-0.2845821526096563,-0.2655283918953204
宮城:1978|新潟:1981|山形:1977|山梨:1978|長野:1975|秋田:1982,0,-0.7294330338030657,-0.2789656686095364
宮城:1978|新潟:1981|山形:1977|山梨:1978|長野:1982|秋田:1975,0,-0.17594569549511188,-0.1505051394194523
宮城:1978|新潟:1981|山形:1977|山梨:1982|長野:1975|秋田:1978,0,-0.6130853084488266,-0.1921607006589218
宮城:1978|新潟:1981|山形:1977|山梨:1982|長野:1978|秋田:1975,0,-0.22674266598837964,0.022172515538908304
