release_id,period_code,period,period_end,coverage_scope,source_table_number,estat_sid,taxonomy,industry_code,industry_name,parent_major_code,parent_major_name,capital_size_code,capital_size_name,sales_previous_oku_yen,sales_current_oku_yen,operating_profit_previous_oku_yen,operating_profit_current_oku_yen,operating_profit_yoy_delta_oku_yen,operating_margin_previous_pct,operating_margin_current_pct,sales_change_identity_effect_oku_yen,margin_change_identity_effect_oku_yen,interaction_identity_effect_oku_yen,shapley_sales_effect_oku_yen,shapley_margin_effect_oku_yen,shapley_reconstructed_delta_oku_yen,bridge_residual_oku_yen,bridge_status,shapley_order_count
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,154,はん用機械器具製造業,108,製造業,25,10億円以上,9885.68,11906.0,745.98,1227.4,481.4200000000001,7.5460666337571105,10.309087854863094,152.45469341512162,273.14343625063003,55.8218703342484,180.36562858224582,301.0543714177542,481.4200000000001,0.0,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,121,生産用機械器具製造業,108,製造業,19,1千万円以上 - 1億円未満,13476.13,17656.42,637.34,1400.31,762.9699999999999,4.729399315678908,7.930882930967886,197.7026066533938,431.43609392504254,133.83129942156359,264.6182563641756,498.35174363582433,762.9699999999999,0.0,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,121,生産用機械器具製造業,108,製造業,24,1億円以上 - 10億円未満,13837.93,10424.02,1134.71,925.76,-208.95000000000005,8.199998121106264,8.881026705627963,-279.94055585625887,94.24025880610358,-23.249702949844743,-291.56540733118123,82.61540733118122,-208.95000000000002,-2.842170943040401e-14,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,121,生産用機械器具製造業,108,製造業,25,10億円以上,46334.6,54314.16,4375.05,6368.27,1993.2200000000003,9.442295822128605,11.724879847170609,753.4536605042457,1057.6261776671126,182.1401618286419,844.5237414185667,1148.6962585814335,1993.2200000000003,0.0,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,124,業務用機械器具製造業,108,製造業,19,1千万円以上 - 1億円未満,8000.68,7779.43,977.71,559.96,-417.75,12.22033627141693,7.197956662634667,-27.037494000509955,-401.82452088392074,11.112014884430756,-21.481486558294577,-396.26851344170535,-417.74999999999994,-5.684341886080802e-14,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,124,業務用機械器具製造業,108,製造業,24,1億円以上 - 10億円未満,6207.53,7079.33,646.18,457.86,-188.31999999999994,10.409615418693104,6.467561195762876,90.75102722016649,-244.70419850466072,-34.36682871550573,73.56761286241363,-261.88761286241356,-188.31999999999994,0.0,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,124,業務用機械器具製造業,108,製造業,25,10億円以上,24662.06,25156.37,1868.81,2394.04,525.23,7.577671938191699,9.516635349217713,37.457190157675214,478.18831980528216,9.584490037042643,42.249435176196535,482.9805648238035,525.23,0.0,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,122,電気機械器具製造業,108,製造業,19,1千万円以上 - 1億円未満,12781.12,18418.09,974.45,1801.95,827.5,7.624136225933252,9.783587766158163,429.7702718149896,276.00209269799427,121.7276354870162,490.6340895584977,336.86591044150236,827.5,0.0,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,122,電気機械器具製造業,108,製造業,24,1億円以上 - 10億円未満,19150.06,21854.18,203.05,486.61,283.56,1.060309993806808,2.2266220924326605,28.672054604528643,223.34946667410995,31.53847872136139,44.44129396520934,239.11870603479065,283.56,0.0,CALCULABLE,2
2026Q1,20261,2026年1 - 3 月,2026-03-31,EXCL_FINANCE_INSURANCE,1,0003060191,leaf,122,電気機械器具製造業,108,製造業,25,10億円以上,53418.74,58105.23,5922.4,7222.98,1300.58,11.086745962184805,12.430860354567049,519.5792408431953,718.0089725692499,62.99178658755462,551.0751341369726,749.5048658630271,1300.5799999999997,2.2737367544323206e-13,CALCULABLE,2
