coverage_scope,source_table_number,release_id,period_code,period,period_end,estat_sid,taxonomy,taxonomy_order,industry_code,industry_name,parent_major_code,parent_major_name,is_mutually_exclusive,capital_size_code,capital_size_name,metric_id,raw_value_oku_yen,raw_lag4_value_oku_yen,raw_yoy_delta_oku_yen,raw_yoy_pct,raw_yoy_status,all_industry_yoy_delta_oku_yen,contribution_pct_to_all_net_change,contribution_status,gross_positive_yoy_delta_oku_yen,share_of_gross_positive_pct,positive_share_status
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,6,136,ガス・熱供給・水道業,136,ガス・熱供給・水道業,True,26,全規模,ordinary_profit,933.41,1238.06,-304.65,-24.60704650824678,CALCULABLE,41576.869999999995,-0.7327391407770715,CALCULABLE,48080.529999999984,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,7,142,情報通信業,142,情報通信業,True,26,全規模,ordinary_profit,23103.3,23062.11,41.18999999999869,0.17860464632246664,CALCULABLE,41576.869999999995,0.09906950667522277,CALCULABLE,48080.529999999984,0.0856687727859878,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,8,134,運輸業、郵便業(集約),134,運輸業、郵便業(集約),True,26,全規模,ordinary_profit,8632.9,5735.09,2897.8099999999995,50.52771621718228,CALCULABLE,41576.869999999995,6.969764679255556,CALCULABLE,48080.529999999984,6.02699263090486,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,9,129,卸売業・小売業(集約),129,卸売業・小売業(集約),True,26,全規模,ordinary_profit,50390.43,47205.72,3184.709999999999,6.746449370966068,CALCULABLE,41576.869999999995,7.659811813635802,CALCULABLE,48080.529999999984,6.623699863541438,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,10,155,不動産業、物品賃貸業(集約),155,不動産業、物品賃貸業(集約),True,26,全規模,ordinary_profit,28884.13,26226.49,2657.6399999999994,10.133418539804605,CALCULABLE,41576.869999999995,6.392111767913265,CALCULABLE,48080.529999999984,5.52747650660257,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,11,137,サービス業(集約),137,サービス業(集約),True,26,全規模,ordinary_profit,43082.1,44525.31,-1443.2099999999991,-3.2413249902134345,CALCULABLE,41576.869999999995,-3.4711848198289084,CALCULABLE,48080.529999999984,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,1,108,製造業,108,製造業,True,26,全規模,sales,1225320.64,1172657.85,52662.789999999804,4.490891354200177,CALCULABLE,44303.23999999976,118.86893599655485,CALCULABLE,79557.42999999983,66.19468477048581,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,2,105,農林水産業(集約),105,農林水産業(集約),True,26,全規模,sales,8943.91,10842.93,-1899.0200000000004,-17.513900762985656,CALCULABLE,44303.23999999976,-4.2864133638984665,CALCULABLE,79557.42999999983,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,3,106,鉱業、採石業、砂利採取業,106,鉱業、採石業、砂利採取業,True,26,全規模,sales,8384.58,7081.66,1302.92,18.398511083559498,CALCULABLE,44303.23999999976,2.9409135765239904,CALCULABLE,79557.42999999983,1.6377100165251728,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,4,107,建設業,107,建設業,True,26,全規模,sales,362952.44,367025.73,-4073.289999999979,-1.109810475685169,CALCULABLE,44303.23999999976,-9.194113116783335,CALCULABLE,79557.42999999983,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,5,135,電気業,135,電気業,True,26,全規模,sales,101046.01,112534.96,-11488.950000000012,-10.20922742585949,CALCULABLE,44303.23999999976,-25.932527733863424,CALCULABLE,79557.42999999983,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,6,136,ガス・熱供給・水道業,136,ガス・熱供給・水道業,True,26,全規模,sales,20849.51,22105.66,-1256.1500000000015,-5.682481319263943,CALCULABLE,44303.23999999976,-2.83534567674962,CALCULABLE,79557.42999999983,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,7,142,情報通信業,142,情報通信業,True,26,全規模,sales,264009.38,254926.15,9083.23000000001,3.5630828771391343,CALCULABLE,44303.23999999976,20.50240569312777,CALCULABLE,79557.42999999983,11.41719887130596,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,8,134,運輸業、郵便業(集約),134,運輸業、郵便業(集約),True,26,全規模,sales,183358.43,172112.02,11246.410000000003,6.534354776615836,CALCULABLE,44303.23999999976,25.385073416752512,CALCULABLE,79557.42999999983,14.136215812903997,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,9,129,卸売業・小売業(集約),129,卸売業・小売業(集約),True,26,全規模,sales,1275430.17,1275880.59,-450.4200000001583,-0.03530267671837395,CALCULABLE,44303.23999999976,-1.0166750783919207,CALCULABLE,79557.42999999983,0.0,NON_POSITIVE_COMPONENT
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,10,155,不動産業、物品賃貸業(集約),155,不動産業、物品賃貸業(集約),True,26,全規模,sales,194477.95,189215.87,5262.080000000016,2.780992947367489,CALCULABLE,44303.23999999976,11.87741573753984,CALCULABLE,79557.42999999983,6.614190528779056,CALCULABLE
EXCL_FINANCE_INSURANCE,1,2026Q1,20261,2026年1 - 3 月,2026-03-31,0003060191,major,11,137,サービス業(集約),137,サービス業(集約),True,26,全規模,sales,441841.03,457927.39,-16086.359999999986,-3.5128625959674475,CALCULABLE,44303.23999999976,-36.30966945081234,CALCULABLE,79557.42999999983,0.0,NON_POSITIVE_COMPONENT
