period_code,concentration_dimension,taxonomy,component_id,component_label_ja,member_code,member_name,profit_impact_yoy_oku_yen,signed_share_of_net_pct,positive_share_pct,absolute_share_pct,rank_desc,top1_positive_concentration_pct,top3_positive_concentration_pct,top5_positive_concentration_pct,denominator_status,continuing_sample_size_limitation,profit_standard_error_limitation,continuing_margin_interpretation
20261,INDUSTRY,leaf,ALL_COMPONENTS,営業利益外差額の四項目,132,水運業,-248.75,-1.5938749069305207,0.0,0.7704854662435991,39.0,16.92046974554545,41.683130979928364,63.57166810116043,CALCULABLE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,INDUSTRY,leaf,ALL_COMPONENTS,営業利益外差額の四項目,133,その他の運輸業,273.04,1.7495139882947108,1.1402450457764288,0.8457220168970948,17.0,16.92046974554545,41.683130979928364,63.57166810116043,CALCULABLE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,INDUSTRY,leaf,ALL_COMPONENTS,営業利益外差額の四項目,135,電気業,-466.84000000000003,-2.9912947198048006,0.0,1.4460037590398467,41.0,16.92046974554545,41.683130979928364,63.57166810116043,CALCULABLE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,INDUSTRY,leaf,ALL_COMPONENTS,営業利益外差額の四項目,136,ガス・熱供給・水道業,18.07000000000005,0.11578419926928475,0.07546230580566995,0.05597054221114321,29.0,16.92046974554545,41.683130979928364,63.57166810116043,CALCULABLE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,INDUSTRY,leaf,ALL_COMPONENTS,営業利益外差額の四項目,138,広告業,-126.95000000000002,-0.8134368620495663,0.0,0.3932186128226127,37.0,16.92046974554545,41.683130979928364,63.57166810116043,CALCULABLE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,INDUSTRY,leaf,ALL_COMPONENTS,営業利益外差額の四項目,139,宿泊業,84.66000000000003,0.5424621090280921,0.3535494637248479,0.2622283399886759,23.0,16.92046974554545,41.683130979928364,63.57166810116043,CALCULABLE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,INDUSTRY,leaf,ALL_COMPONENTS,営業利益外差額の四項目,140,生活関連サービス業,41.309999999999974,0.26469536645346636,0.17251509976935334,0.1279547924041128,27.0,16.92046974554545,41.683130979928364,63.57166810116043,CALCULABLE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,INDUSTRY,leaf,ALL_COMPONENTS,営業利益外差額の四項目,141,娯楽業,-201.15,-1.2888761307701475,0.0,0.6230478453664321,38.0,16.92046974554545,41.683130979928364,63.57166810116043,CALCULABLE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,INDUSTRY,leaf,ALL_COMPONENTS,営業利益外差額の四項目,142,情報通信業,-1636.750000000001,-10.487536699169974,0.0,5.069716932157635,44.0,16.92046974554545,41.683130979928364,63.57166810116043,CALCULABLE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,INDUSTRY,leaf,ALL_COMPONENTS,営業利益外差額の四項目,143,その他のサービス業,1031.65,6.610335870290942,4.308283773349153,3.1954626381917954,7.0,16.92046974554545,41.683130979928364,63.57166810116043,CALCULABLE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,INDUSTRY,leaf,ALL_COMPONENTS,営業利益外差額の四項目,145,情報通信機械器具製造業,4051.73,25.961611162442605,16.92046974554545,12.549946042786644,1.0,16.92046974554545,41.683130979928364,63.57166810116043,CALCULABLE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
20261,INDUSTRY,leaf,ALL_COMPONENTS,営業利益外差額の四項目,148,飲食サービス業,2956.8799999999997,18.94631893388831,12.348255826821733,9.1587258911613,3.0,16.92046974554545,41.683130979928364,63.57166810116043,CALCULABLE,継続標本のみを用い母集団推計を行うため、本系列に比べサンプルサイズが小さくなる。,営業利益及び経常利益については、標準誤差率の算出は行っていない。,継続標本PDFは利益水準とその符号を公表しないため、売上高と営業利益の増加率から得る利益率方向は代理指標である。
