year,pref,計,針葉樹_計,針葉樹_あかまつ・くろまつ,針葉樹_すぎ,針葉樹_ひのき,針葉樹_もみ・つが,針葉樹_からまつ,針葉樹_えぞまつ・とどまつ,針葉樹_その他,広葉樹_計,広葉樹_なら,広葉樹_ぶな,広葉樹_その他
1985,三重県,616.0,576.0,42.0,263.0,263.0,4.0,0.0,0.0,4.0,40.0,0.0,2.0,38.0
1985,京都府,256.0,188.0,86.0,59.0,41.0,2.0,,,0.0,68.0,3.0,1.0,64.0
1985,佐賀県,148.0,104.0,12.0,66.0,26.0,0.0,0.0,0.0,0.0,44.0,1.0,7.0,36.0
1985,全国,32944.0,20558.0,3841.0,7812.0,3256.0,347.0,1805.0,2777.0,720.0,12386.0,650.0,822.0,10914.0
1985,兵庫県,464.0,330.0,127.0,145.0,66.0,7.0,0.0,,5.0,114.0,4.0,3.0,107.0
1985,北海道,8338.0,4207.0,7.0,24.0,,,1289.0,2771.0,116.0,4131.0,326.0,127.0,3678.0
1985,千葉県,140.0,129.0,20.0,97.0,11.0,0.0,0.0,,1.0,11.0,1.0,0.0,10.0
1985,和歌山県,328.0,272.0,10.0,146.0,105.0,11.0,,0.0,0.0,56.0,0.0,0.0,56.0
1985,埼玉県,138.0,113.0,17.0,55.0,36.0,2.0,2.0,,1.0,25.0,1.0,0.0,24.0
1985,大分県,772.0,705.0,78.0,533.0,90.0,2.0,0.0,,2.0,67.0,1.0,0.0,66.0
1985,大阪府,24.0,20.0,11.0,4.0,4.0,0.0,,,1.0,4.0,1.0,0.0,3.0
1985,奈良県,528.0,435.0,12.0,230.0,177.0,16.0,0.0,0.0,0.0,93.0,1.0,3.0,89.0
1985,宮城県,614.0,328.0,82.0,213.0,14.0,6.0,5.0,0.0,8.0,286.0,13.0,48.0,225.0
1985,宮崎県,1367.0,789.0,103.0,526.0,109.0,44.0,,,7.0,578.0,3.0,4.0,571.0
1985,富山県,72.0,43.0,3.0,35.0,2.0,0.0,1.0,0.0,2.0,29.0,1.0,2.0,26.0
1985,山口県,426.0,269.0,184.0,55.0,29.0,0.0,0.0,,1.0,157.0,1.0,0.0,156.0
1985,山形県,522.0,270.0,19.0,240.0,1.0,,7.0,0.0,3.0,252.0,10.0,49.0,193.0
1985,山梨県,208.0,99.0,26.0,19.0,19.0,10.0,17.0,0.0,8.0,109.0,7.0,3.0,99.0
1985,岐阜県,1061.0,623.0,81.0,148.0,296.0,35.0,10.0,0.0,53.0,438.0,35.0,52.0,351.0
1985,岡山県,564.0,424.0,152.0,126.0,146.0,0.0,0.0,,0.0,140.0,5.0,0.0,135.0
1985,岩手県,1768.0,694.0,251.0,272.0,14.0,0.0,133.0,0.0,24.0,1074.0,66.0,147.0,861.0
1985,島根県,674.0,376.0,287.0,56.0,31.0,0.0,1.0,,1.0,298.0,13.0,2.0,283.0
1985,広島県,665.0,417.0,286.0,56.0,72.0,1.0,0.0,,2.0,248.0,13.0,2.0,233.0
1985,徳島県,539.0,433.0,182.0,205.0,36.0,8.0,0.0,,2.0,106.0,1.0,2.0,103.0
1985,愛媛県,706.0,606.0,215.0,213.0,173.0,4.0,,,1.0,100.0,1.0,1.0,98.0
1985,愛知県,343.0,319.0,48.0,138.0,116.0,7.0,3.0,0.0,7.0,24.0,2.0,3.0,19.0
1985,新潟県,388.0,235.0,50.0,177.0,1.0,0.0,1.0,,6.0,153.0,10.0,23.0,120.0
1985,東京都,52.0,49.0,3.0,29.0,16.0,1.0,0.0,,0.0,3.0,2.0,,1.0
1985,栃木県,600.0,467.0,97.0,228.0,118.0,9.0,6.0,,9.0,133.0,6.0,19.0,108.0
1985,沖縄県,15.0,2.0,,,,,,,,2.0,13.0,,
1985,滋賀県,164.0,145.0,58.0,47.0,38.0,1.0,0.0,,1.0,19.0,2.0,2.0,15.0
1985,熊本県,868.0,651.0,74.0,403.0,160.0,11.0,,,3.0,217.0,2.0,2.0,213.0
1985,石川県,163.0,119.0,30.0,64.0,3.0,1.0,0.0,1.0,20.0,44.0,0.0,2.0,42.0
1985,神奈川県,38.0,29.0,2.0,16.0,11.0,0.0,,,0.0,9.0,1.0,0.0,8.0
1985,福井県,243.0,139.0,36.0,89.0,10.0,1.0,1.0,0.0,2.0,104.0,4.0,6.0,94.0
1985,福岡県,304.0,259.0,46.0,152.0,57.0,3.0,,,1.0,45.0,5.0,3.0,37.0
1985,福島県,1323.0,691.0,207.0,361.0,72.0,17.0,13.0,2.0,19.0,632.0,39.0,65.0,528.0
1985,秋田県,1289.0,884.0,44.0,799.0,2.0,,14.0,0.0,25.0,405.0,20.0,84.0,301.0
1985,群馬県,441.0,242.0,28.0,106.0,38.0,7.0,52.0,1.0,10.0,199.0,13.0,14.0,172.0
1985,茨城県,439.0,390.0,121.0,189.0,76.0,0.0,0.0,1.0,3.0,49.0,3.0,0.0,46.0
1985,長崎県,226.0,74.0,19.0,27.0,27.0,0.0,,,1.0,152.0,1.0,1.0,150.0
1985,長野県,912.0,693.0,92.0,58.0,154.0,66.0,227.0,1.0,95.0,219.0,12.0,19.0,188.0
1985,青森県,1087.0,724.0,166.0,297.0,2.0,0.0,21.0,0.0,238.0,363.0,12.0,114.0,237.0
1985,静岡県,607.0,565.0,53.0,275.0,202.0,24.0,2.0,,9.0,42.0,1.0,4.0,37.0
1985,香川県,120.0,98.0,90.0,1.0,6.0,0.0,,,1.0,22.0,0.0,,22.0
1985,高知県,920.0,603.0,105.0,194.0,258.0,40.0,0.0,,6.0,317.0,2.0,4.0,311.0
1985,鳥取県,321.0,226.0,106.0,91.0,28.0,0.0,0.0,0.0,1.0,95.0,5.0,2.0,88.0
1985,鹿児島県,1143.0,484.0,73.0,285.0,100.0,7.0,0.0,,19.0,659.0,0.0,,659.0
1986,三重県,624.0,585.0,55.0,304.0,218.0,5.0,0.0,,3.0,39.0,0.0,2.0,37.0
1986,京都府,248.0,167.0,69.0,50.0,41.0,6.0,,,1.0,81.0,4.0,1.0,76.0
1986,佐賀県,144.0,103.0,12.0,62.0,28.0,0.0,,0.0,1.0,41.0,1.0,,40.0
1986,全国,31520.0,20244.0,3571.0,7986.0,3273.0,324.0,1661.0,2661.0,768.0,11276.0,627.0,738.0,9911.0
1986,兵庫県,425.0,315.0,104.0,139.0,59.0,10.0,2.0,,1.0,110.0,3.0,3.0,104.0
1986,北海道,7633.0,4030.0,3.0,25.0,0.0,1.0,1187.0,2655.0,159.0,3603.0,327.0,116.0,3160.0
1986,千葉県,129.0,119.0,21.0,89.0,9.0,0.0,0.0,,0.0,10.0,1.0,,9.0
1986,和歌山県,310.0,262.0,7.0,141.0,105.0,9.0,,,0.0,48.0,0.0,0.0,48.0
1986,埼玉県,145.0,125.0,13.0,68.0,41.0,1.0,1.0,,1.0,20.0,1.0,0.0,19.0
1986,大分県,778.0,724.0,77.0,532.0,113.0,0.0,0.0,,2.0,54.0,0.0,0.0,54.0
1986,大阪府,23.0,21.0,11.0,5.0,5.0,0.0,,0.0,,2.0,0.0,,2.0
1986,奈良県,497.0,414.0,7.0,226.0,166.0,15.0,,,0.0,83.0,1.0,2.0,80.0
1986,宮城県,606.0,326.0,75.0,215.0,14.0,5.0,6.0,0.0,11.0,280.0,13.0,45.0,222.0
1986,宮崎県,1345.0,849.0,102.0,586.0,103.0,43.0,,,15.0,496.0,3.0,3.0,490.0
1986,富山県,70.0,45.0,4.0,33.0,4.0,0.0,1.0,1.0,2.0,25.0,2.0,3.0,20.0
1986,山口県,417.0,270.0,183.0,56.0,30.0,0.0,,,1.0,147.0,4.0,1.0,142.0
1986,山形県,507.0,269.0,22.0,236.0,2.0,0.0,7.0,0.0,2.0,238.0,13.0,37.0,188.0
1986,山梨県,185.0,81.0,23.0,19.0,13.0,8.0,10.0,1.0,7.0,104.0,5.0,4.0,95.0
1986,岐阜県,1037.0,611.0,80.0,146.0,286.0,30.0,11.0,1.0,57.0,426.0,29.0,44.0,353.0
1986,岡山県,647.0,481.0,165.0,142.0,173.0,1.0,0.0,,0.0,166.0,6.0,0.0,160.0
1986,岩手県,1691.0,687.0,240.0,283.0,10.0,2.0,128.0,0.0,24.0,1004.0,61.0,133.0,810.0
1986,島根県,661.0,385.0,294.0,55.0,35.0,0.0,0.0,,1.0,276.0,11.0,3.0,262.0
1986,広島県,617.0,394.0,268.0,56.0,67.0,2.0,0.0,,1.0,223.0,13.0,3.0,207.0
1986,徳島県,536.0,417.0,170.0,203.0,37.0,5.0,,,2.0,119.0,1.0,1.0,117.0
1986,愛媛県,646.0,561.0,174.0,209.0,172.0,5.0,,,1.0,85.0,1.0,1.0,83.0
1986,愛知県,312.0,285.0,36.0,122.0,117.0,4.0,1.0,0.0,5.0,27.0,2.0,2.0,23.0
1986,新潟県,386.0,238.0,52.0,181.0,1.0,0.0,1.0,,3.0,148.0,9.0,24.0,115.0
1986,東京都,51.0,48.0,4.0,28.0,15.0,1.0,0.0,,0.0,3.0,0.0,1.0,2.0
1986,栃木県,544.0,450.0,85.0,229.0,115.0,7.0,6.0,0.0,8.0,94.0,5.0,16.0,73.0
1986,沖縄県,12.0,2.0,,,,,,,,2.0,10.0,,
1986,滋賀県,157.0,140.0,56.0,45.0,36.0,1.0,0.0,0.0,2.0,17.0,1.0,2.0,14.0
1986,熊本県,883.0,674.0,70.0,415.0,174.0,11.0,0.0,,4.0,209.0,1.0,2.0,206.0
1986,石川県,161.0,120.0,36.0,59.0,5.0,1.0,0.0,0.0,19.0,41.0,3.0,1.0,37.0
1986,神奈川県,30.0,23.0,1.0,4.0,18.0,0.0,0.0,,0.0,7.0,1.0,0.0,6.0
1986,福井県,241.0,139.0,36.0,86.0,13.0,1.0,1.0,0.0,2.0,102.0,4.0,5.0,93.0
1986,福岡県,310.0,282.0,42.0,172.0,60.0,1.0,,,7.0,28.0,2.0,1.0,25.0
1986,福島県,1276.0,653.0,185.0,344.0,72.0,17.0,16.0,1.0,18.0,623.0,37.0,58.0,528.0
1986,秋田県,1247.0,946.0,43.0,875.0,1.0,1.0,13.0,0.0,13.0,301.0,19.0,78.0,204.0
1986,群馬県,426.0,235.0,28.0,107.0,38.0,3.0,51.0,0.0,8.0,191.0,11.0,13.0,167.0
1986,茨城県,432.0,393.0,104.0,205.0,79.0,0.0,2.0,,3.0,39.0,3.0,0.0,36.0
1986,長崎県,205.0,76.0,19.0,31.0,26.0,0.0,0.0,,0.0,129.0,1.0,0.0,128.0
1986,長野県,846.0,631.0,68.0,57.0,150.0,57.0,198.0,1.0,100.0,215.0,14.0,18.0,183.0
1986,青森県,1000.0,676.0,134.0,273.0,2.0,0.0,18.0,1.0,248.0,324.0,10.0,105.0,209.0
1986,静岡県,607.0,568.0,43.0,281.0,210.0,25.0,1.0,0.0,8.0,39.0,0.0,5.0,34.0
1986,香川県,147.0,107.0,96.0,1.0,10.0,0.0,,,,40.0,0.0,,40.0
1986,高知県,919.0,613.0,109.0,199.0,264.0,34.0,0.0,,7.0,306.0,1.0,3.0,302.0
1986,鳥取県,288.0,200.0,81.0,91.0,26.0,0.0,0.0,,2.0,88.0,3.0,2.0,83.0
1986,鹿児島県,1119.0,504.0,64.0,301.0,110.0,12.0,,,17.0,615.0,,,615.0
1987,三重県,638.0,604.0,52.0,293.0,250.0,7.0,0.0,0.0,2.0,34.0,0.0,0.0,34.0
1987,京都府,243.0,165.0,65.0,64.0,31.0,4.0,0.0,0.0,1.0,78.0,7.0,1.0,70.0
1987,佐賀県,150.0,105.0,9.0,66.0,30.0,0.0,,0.0,0.0,45.0,0.0,,45.0
1987,全国,30893.0,20292.0,3260.0,8377.0,3356.0,302.0,1594.0,2675.0,728.0,10601.0,647.0,725.0,9229.0
1987,兵庫県,417.0,318.0,103.0,145.0,66.0,3.0,0.0,,1.0,99.0,5.0,2.0,92.0
1987,北海道,7295.0,4003.0,8.0,29.0,0.0,0.0,1179.0,2668.0,119.0,3292.0,327.0,129.0,2836.0
1987,千葉県,131.0,120.0,14.0,93.0,12.0,0.0,0.0,,1.0,11.0,0.0,0.0,11.0
1987,和歌山県,335.0,287.0,5.0,155.0,120.0,7.0,,,0.0,48.0,0.0,0.0,48.0
1987,埼玉県,154.0,135.0,9.0,81.0,39.0,1.0,0.0,,5.0,19.0,2.0,0.0,17.0
1987,大分県,839.0,791.0,69.0,620.0,99.0,1.0,0.0,,2.0,48.0,0.0,1.0,47.0
1987,大阪府,20.0,18.0,9.0,4.0,5.0,0.0,,,0.0,2.0,0.0,,2.0
1987,奈良県,496.0,420.0,9.0,220.0,177.0,13.0,,,1.0,76.0,3.0,4.0,69.0
1987,宮城県,600.0,327.0,70.0,217.0,15.0,8.0,8.0,0.0,9.0,273.0,11.0,43.0,219.0
1987,宮崎県,1379.0,891.0,87.0,653.0,105.0,41.0,,,5.0,488.0,4.0,3.0,481.0
1987,富山県,63.0,43.0,3.0,34.0,3.0,0.0,0.0,1.0,2.0,20.0,2.0,1.0,17.0
1987,山口県,392.0,247.0,152.0,63.0,32.0,0.0,0.0,,0.0,145.0,4.0,1.0,140.0
1987,山形県,529.0,292.0,18.0,258.0,1.0,3.0,5.0,0.0,7.0,237.0,15.0,39.0,183.0
1987,山梨県,155.0,69.0,17.0,14.0,13.0,8.0,12.0,0.0,5.0,86.0,5.0,4.0,77.0
1987,岐阜県,987.0,612.0,74.0,157.0,290.0,33.0,9.0,2.0,47.0,375.0,26.0,41.0,308.0
1987,岡山県,579.0,445.0,128.0,155.0,162.0,0.0,0.0,,0.0,134.0,11.0,0.0,123.0
1987,岩手県,1702.0,686.0,238.0,299.0,12.0,0.0,107.0,1.0,29.0,1016.0,62.0,136.0,818.0
1987,島根県,683.0,390.0,291.0,60.0,38.0,0.0,,,1.0,293.0,20.0,2.0,271.0
1987,広島県,598.0,380.0,260.0,56.0,61.0,2.0,0.0,,1.0,218.0,16.0,2.0,200.0
1987,徳島県,489.0,380.0,148.0,198.0,27.0,7.0,0.0,0.0,0.0,109.0,0.0,1.0,108.0
1987,愛媛県,621.0,562.0,158.0,240.0,160.0,4.0,0.0,,0.0,59.0,0.0,0.0,59.0
1987,愛知県,311.0,282.0,38.0,118.0,120.0,1.0,0.0,0.0,5.0,29.0,3.0,1.0,25.0
1987,新潟県,385.0,231.0,45.0,180.0,1.0,0.0,2.0,,3.0,154.0,9.0,22.0,123.0
1987,東京都,51.0,48.0,5.0,30.0,13.0,0.0,0.0,,0.0,3.0,1.0,0.0,2.0
1987,栃木県,534.0,445.0,69.0,237.0,122.0,7.0,6.0,0.0,4.0,89.0,6.0,14.0,69.0
1987,沖縄県,11.0,3.0,,,,,,,,3.0,8.0,,
1987,滋賀県,158.0,137.0,52.0,43.0,38.0,1.0,1.0,0.0,2.0,21.0,2.0,3.0,16.0
1987,熊本県,886.0,687.0,62.0,426.0,188.0,9.0,0.0,0.0,2.0,199.0,0.0,1.0,198.0
1987,石川県,170.0,134.0,33.0,70.0,3.0,1.0,0.0,0.0,27.0,36.0,3.0,1.0,32.0
1987,神奈川県,36.0,28.0,2.0,7.0,16.0,0.0,2.0,,1.0,8.0,1.0,1.0,6.0
1987,福井県,223.0,134.0,34.0,89.0,8.0,0.0,1.0,0.0,2.0,89.0,4.0,6.0,79.0
1987,福岡県,296.0,273.0,34.0,165.0,62.0,1.0,,,11.0,23.0,2.0,1.0,20.0
1987,福島県,1264.0,716.0,207.0,389.0,66.0,22.0,15.0,0.0,17.0,548.0,38.0,50.0,460.0
1987,秋田県,1213.0,933.0,40.0,868.0,1.0,,10.0,0.0,14.0,280.0,16.0,70.0,194.0
1987,群馬県,392.0,221.0,22.0,115.0,36.0,3.0,37.0,0.0,8.0,171.0,8.0,11.0,152.0
1987,茨城県,436.0,380.0,86.0,199.0,88.0,0.0,0.0,,7.0,56.0,4.0,0.0,52.0
1987,長崎県,215.0,80.0,18.0,33.0,29.0,0.0,,0.0,0.0,135.0,1.0,0.0,134.0
1987,長野県,795.0,611.0,54.0,58.0,167.0,56.0,183.0,3.0,90.0,184.0,11.0,17.0,156.0
1987,青森県,1049.0,691.0,115.0,294.0,2.0,1.0,16.0,0.0,263.0,358.0,12.0,108.0,238.0
1987,静岡県,597.0,571.0,39.0,286.0,217.0,21.0,1.0,0.0,7.0,26.0,1.0,2.0,23.0
1987,香川県,108.0,88.0,77.0,2.0,9.0,0.0,,,,20.0,0.0,,20.0
1987,高知県,917.0,630.0,91.0,209.0,299.0,26.0,,,5.0,287.0,2.0,4.0,281.0
1987,鳥取県,290.0,215.0,93.0,93.0,28.0,0.0,0.0,0.0,1.0,75.0,3.0,3.0,69.0
1987,鹿児島県,1061.0,464.0,48.0,292.0,95.0,11.0,0.0,,18.0,597.0,0.0,,597.0
1988,三重県,716.0,689.0,46.0,318.0,318.0,5.0,0.0,0.0,2.0,27.0,0.0,0.0,27.0
1988,京都府,226.0,161.0,59.0,51.0,40.0,2.0,0.0,0.0,9.0,65.0,4.0,0.0,61.0
1988,佐賀県,150.0,110.0,8.0,72.0,29.0,0.0,1.0,0.0,0.0,40.0,0.0,,40.0
1988,全国,30930.0,20287.0,3120.0,8567.0,3398.0,277.0,1571.0,2676.0,678.0,10643.0,641.0,628.0,9374.0
1988,兵庫県,402.0,297.0,98.0,135.0,57.0,4.0,0.0,,3.0,105.0,4.0,1.0,100.0
1988,北海道,7232.0,3975.0,17.0,30.0,0.0,1.0,1155.0,2667.0,105.0,3257.0,346.0,115.0,2796.0
1988,千葉県,156.0,130.0,16.0,100.0,12.0,0.0,,,2.0,26.0,0.0,0.0,26.0
1988,和歌山県,351.0,303.0,7.0,161.0,125.0,10.0,,,0.0,48.0,0.0,0.0,48.0
1988,埼玉県,141.0,124.0,12.0,72.0,37.0,1.0,1.0,,1.0,17.0,1.0,0.0,16.0
1988,大分県,859.0,811.0,60.0,647.0,102.0,1.0,,,1.0,48.0,0.0,1.0,47.0
1988,大阪府,22.0,19.0,9.0,4.0,6.0,,,,0.0,3.0,0.0,,3.0
1988,奈良県,500.0,414.0,6.0,218.0,168.0,21.0,,,1.0,86.0,2.0,4.0,80.0
1988,宮城県,582.0,335.0,81.0,222.0,11.0,5.0,7.0,1.0,8.0,247.0,11.0,33.0,203.0
1988,宮崎県,1380.0,909.0,98.0,683.0,92.0,32.0,,,4.0,471.0,4.0,3.0,464.0
1988,富山県,58.0,32.0,3.0,26.0,0.0,0.0,0.0,0.0,3.0,26.0,2.0,3.0,21.0
1988,山口県,415.0,253.0,141.0,67.0,38.0,0.0,,,7.0,162.0,5.0,0.0,157.0
1988,山形県,544.0,293.0,28.0,256.0,3.0,1.0,3.0,0.0,2.0,251.0,10.0,40.0,201.0
1988,山梨県,145.0,70.0,16.0,15.0,15.0,6.0,15.0,0.0,3.0,75.0,5.0,4.0,66.0
1988,岐阜県,922.0,597.0,77.0,131.0,299.0,30.0,9.0,3.0,48.0,325.0,24.0,35.0,266.0
1988,岡山県,553.0,422.0,117.0,148.0,157.0,0.0,0.0,,0.0,131.0,9.0,1.0,121.0
1988,岩手県,1755.0,730.0,257.0,322.0,6.0,1.0,117.0,0.0,27.0,1025.0,56.0,122.0,847.0
1988,島根県,690.0,376.0,283.0,61.0,31.0,0.0,0.0,,1.0,314.0,20.0,1.0,293.0
1988,広島県,588.0,375.0,255.0,57.0,61.0,2.0,0.0,0.0,0.0,213.0,13.0,3.0,197.0
1988,徳島県,544.0,433.0,112.0,285.0,34.0,2.0,0.0,,0.0,111.0,0.0,1.0,110.0
1988,愛媛県,652.0,574.0,127.0,259.0,184.0,3.0,0.0,,1.0,78.0,0.0,0.0,78.0
1988,愛知県,313.0,282.0,41.0,120.0,116.0,1.0,0.0,0.0,4.0,31.0,4.0,2.0,25.0
1988,新潟県,382.0,233.0,49.0,179.0,1.0,0.0,1.0,,3.0,149.0,9.0,17.0,123.0
1988,東京都,57.0,52.0,4.0,31.0,16.0,1.0,,,0.0,5.0,0.0,0.0,5.0
1988,栃木県,497.0,418.0,62.0,229.0,107.0,9.0,5.0,0.0,6.0,79.0,9.0,7.0,63.0
1988,沖縄県,17.0,3.0,,,,,,,,3.0,14.0,,
1988,滋賀県,145.0,126.0,45.0,42.0,38.0,1.0,0.0,,0.0,19.0,1.0,3.0,15.0
1988,熊本県,947.0,714.0,63.0,451.0,188.0,8.0,0.0,0.0,4.0,233.0,1.0,1.0,231.0
1988,石川県,183.0,131.0,30.0,71.0,2.0,1.0,0.0,0.0,27.0,52.0,2.0,2.0,48.0
1988,神奈川県,38.0,30.0,0.0,6.0,21.0,0.0,0.0,,3.0,8.0,1.0,0.0,7.0
1988,福井県,212.0,132.0,33.0,89.0,9.0,0.0,0.0,0.0,1.0,80.0,3.0,4.0,73.0
1988,福岡県,298.0,261.0,32.0,162.0,65.0,1.0,,0.0,1.0,37.0,1.0,0.0,36.0
1988,福島県,1308.0,716.0,230.0,376.0,63.0,19.0,12.0,0.0,16.0,592.0,40.0,36.0,516.0
1988,秋田県,1205.0,941.0,41.0,882.0,1.0,0.0,9.0,0.0,8.0,264.0,16.0,51.0,197.0
1988,群馬県,384.0,228.0,22.0,121.0,43.0,4.0,31.0,1.0,6.0,156.0,5.0,10.0,141.0
1988,茨城県,407.0,358.0,65.0,203.0,84.0,1.0,0.0,,5.0,49.0,3.0,0.0,46.0
1988,長崎県,220.0,82.0,14.0,39.0,29.0,0.0,,,0.0,138.0,1.0,0.0,137.0
1988,長野県,761.0,575.0,57.0,56.0,154.0,47.0,186.0,4.0,71.0,186.0,10.0,15.0,161.0
1988,青森県,1030.0,685.0,115.0,278.0,3.0,0.0,18.0,0.0,271.0,345.0,9.0,107.0,229.0
1988,静岡県,558.0,535.0,30.0,273.0,201.0,22.0,1.0,0.0,8.0,23.0,0.0,2.0,21.0
1988,香川県,106.0,61.0,49.0,1.0,11.0,0.0,,,0.0,45.0,0.0,,45.0
1988,高知県,936.0,647.0,83.0,228.0,303.0,28.0,0.0,,5.0,289.0,4.0,2.0,283.0
1988,鳥取県,277.0,191.0,76.0,88.0,27.0,0.0,0.0,0.0,0.0,86.0,6.0,2.0,78.0
1988,鹿児島県,1066.0,454.0,46.0,302.0,91.0,7.0,,,8.0,612.0,0.0,,612.0
1989,三重県,703.0,674.0,51.0,311.0,309.0,1.0,0.0,0.0,2.0,29.0,0.0,,29.0
1989,京都府,221.0,130.0,38.0,49.0,41.0,2.0,0.0,0.0,0.0,91.0,4.0,2.0,85.0
1989,佐賀県,148.0,107.0,9.0,66.0,30.0,1.0,1.0,0.0,0.0,41.0,0.0,0.0,41.0
1989,全国,30515.0,20078.0,2993.0,8536.0,3328.0,246.0,1641.0,2659.0,675.0,10437.0,586.0,572.0,9279.0
1989,兵庫県,380.0,281.0,85.0,130.0,61.0,2.0,,0.0,3.0,99.0,4.0,1.0,94.0
1989,北海道,7154.0,4020.0,12.0,35.0,0.0,2.0,1212.0,2645.0,114.0,3134.0,309.0,102.0,2723.0
1989,千葉県,140.0,115.0,14.0,89.0,11.0,0.0,0.0,,1.0,25.0,0.0,0.0,25.0
1989,和歌山県,346.0,295.0,6.0,149.0,129.0,10.0,,,1.0,51.0,0.0,0.0,51.0
1989,埼玉県,135.0,115.0,9.0,64.0,37.0,3.0,1.0,0.0,1.0,20.0,1.0,0.0,19.0
1989,大分県,851.0,817.0,57.0,648.0,110.0,1.0,0.0,0.0,1.0,34.0,0.0,1.0,33.0
1989,大阪府,19.0,16.0,8.0,3.0,5.0,,,,0.0,3.0,0.0,,3.0
1989,奈良県,504.0,424.0,9.0,226.0,173.0,15.0,1.0,,0.0,80.0,2.0,3.0,75.0
1989,宮城県,573.0,333.0,78.0,229.0,8.0,3.0,6.0,2.0,7.0,240.0,11.0,23.0,206.0
1989,宮崎県,1442.0,991.0,77.0,772.0,101.0,33.0,0.0,0.0,8.0,451.0,4.0,4.0,443.0
1989,富山県,69.0,36.0,3.0,31.0,0.0,0.0,0.0,0.0,2.0,33.0,1.0,2.0,30.0
1989,山口県,434.0,268.0,155.0,66.0,40.0,0.0,,,7.0,166.0,5.0,0.0,161.0
1989,山形県,543.0,296.0,34.0,256.0,0.0,,3.0,1.0,2.0,247.0,7.0,40.0,200.0
1989,山梨県,125.0,68.0,23.0,6.0,14.0,6.0,14.0,,5.0,57.0,4.0,3.0,50.0
1989,岐阜県,907.0,607.0,84.0,142.0,293.0,25.0,10.0,4.0,49.0,300.0,22.0,35.0,243.0
1989,岡山県,540.0,398.0,101.0,141.0,156.0,0.0,0.0,,0.0,142.0,6.0,1.0,135.0
1989,岩手県,1752.0,781.0,256.0,339.0,11.0,1.0,141.0,2.0,31.0,971.0,49.0,97.0,825.0
1989,島根県,686.0,360.0,265.0,62.0,33.0,0.0,0.0,,0.0,326.0,22.0,4.0,300.0
1989,広島県,628.0,372.0,255.0,57.0,55.0,3.0,0.0,,2.0,256.0,11.0,4.0,241.0
1989,徳島県,466.0,347.0,102.0,215.0,22.0,4.0,,,4.0,119.0,0.0,0.0,119.0
1989,愛媛県,630.0,577.0,111.0,276.0,182.0,4.0,,,4.0,53.0,0.0,0.0,53.0
1989,愛知県,308.0,274.0,33.0,126.0,108.0,2.0,1.0,0.0,4.0,34.0,3.0,4.0,27.0
1989,新潟県,353.0,223.0,46.0,169.0,3.0,0.0,1.0,,4.0,130.0,9.0,15.0,106.0
1989,東京都,57.0,50.0,5.0,31.0,13.0,1.0,0.0,,0.0,7.0,1.0,0.0,6.0
1989,栃木県,493.0,418.0,55.0,241.0,109.0,5.0,4.0,0.0,4.0,75.0,8.0,8.0,59.0
1989,沖縄県,19.0,3.0,,,,,,,,3.0,16.0,,
1989,滋賀県,137.0,119.0,42.0,39.0,35.0,1.0,0.0,0.0,2.0,18.0,3.0,0.0,15.0
1989,熊本県,908.0,696.0,64.0,448.0,170.0,9.0,,,5.0,212.0,0.0,2.0,210.0
1989,石川県,184.0,129.0,29.0,70.0,2.0,1.0,0.0,0.0,27.0,55.0,2.0,0.0,53.0
1989,神奈川県,33.0,28.0,2.0,8.0,18.0,0.0,,,0.0,5.0,1.0,0.0,4.0
1989,福井県,201.0,127.0,31.0,83.0,9.0,0.0,0.0,0.0,4.0,74.0,3.0,5.0,66.0
1989,福岡県,304.0,262.0,33.0,157.0,68.0,1.0,1.0,0.0,2.0,42.0,1.0,0.0,41.0
1989,福島県,1352.0,730.0,236.0,386.0,56.0,21.0,12.0,3.0,16.0,622.0,39.0,32.0,551.0
1989,秋田県,1212.0,938.0,47.0,863.0,2.0,0.0,7.0,0.0,19.0,274.0,17.0,56.0,201.0
1989,群馬県,351.0,214.0,18.0,116.0,42.0,3.0,25.0,0.0,10.0,137.0,6.0,5.0,126.0
1989,茨城県,405.0,346.0,58.0,203.0,81.0,0.0,0.0,,4.0,59.0,2.0,0.0,57.0
1989,長崎県,209.0,69.0,12.0,32.0,25.0,0.0,,,0.0,140.0,1.0,,139.0
1989,長野県,709.0,539.0,62.0,59.0,135.0,38.0,175.0,0.0,70.0,170.0,9.0,9.0,152.0
1989,青森県,1015.0,660.0,113.0,288.0,2.0,,25.0,2.0,230.0,355.0,9.0,108.0,238.0
1989,静岡県,549.0,518.0,29.0,260.0,207.0,17.0,0.0,0.0,5.0,31.0,1.0,3.0,27.0
1989,香川県,110.0,69.0,59.0,3.0,4.0,0.0,,,3.0,41.0,0.0,0.0,41.0
1989,高知県,921.0,634.0,65.0,225.0,309.0,24.0,0.0,0.0,11.0,287.0,3.0,2.0,282.0
1989,鳥取県,275.0,189.0,76.0,84.0,28.0,0.0,1.0,,0.0,86.0,6.0,1.0,79.0
1989,鹿児島県,1014.0,415.0,36.0,283.0,81.0,7.0,,,8.0,599.0,0.0,,599.0
1990,三重県,677.0,647.0,42.0,305.0,294.0,3.0,,,3.0,30.0,1.0,,29.0
1990,京都府,218.0,135.0,36.0,52.0,38.0,1.0,6.0,0.0,2.0,83.0,6.0,1.0,76.0
